frame,clip,MSE,PSNR,SSIM
165,batch_rank10,336.17484,22.86515235900879,0.7858259507692948
166,PCA_rank10,42.740623,31.82239532470703,0.955278660511477
166,SVD_rank10,0.0,inf,1.0
166,batch_rank10,298.76614,23.377490997314453,0.7914277054472779
167,PCA_rank10,45.03104,31.595684051513672,0.9514947915896419
167,SVD_rank10,0.0,inf,1.0
167,batch_rank10,347.13983,22.725757598876953,0.7708797615594556
168,PCA_rank10,25.141823,34.126834869384766,0.9664025944798769
168,SVD_rank10,0.0,inf,1.0
168,batch_rank10,386.96188,22.254121780395508,0.7479158065308155
169,PCA_rank10,15.114688,36.33681106567383,0.9753114899290448
169,SVD_rank10,0.0,inf,1.0
169,batch_rank10,369.8077,22.45104217529297,0.7447190525113132
170,PCA_rank10,26.824324,33.845516204833984,0.9652791465610694
170,SVD_rank10,0.0,inf,1.0
170,batch_rank10,350.66113,22.681926727294922,0.761705382701854
171,PCA_rank10,25.717916,34.028446197509766,0.963798444948113
171,SVD_rank10,0.0,inf,1.0
171,batch_rank10,323.2677,23.035181045532227,0.7668718852421337
172,PCA_rank10,26.306147,33.93022918701172,0.9632109291165887
172,SVD_rank10,0.0,inf,1.0
172,batch_rank10,379.2086,22.342021942138672,0.7569741188397477
173,PCA_rank10,37.36401,32.40626907348633,0.9550893414310487
173,SVD_rank10,0.0,inf,1.0
173,batch_rank10,383.43,22.293941497802734,0.7681695006646954
174,PCA_rank10,51.744896,30.992128372192383,0.9496530270687631
174,SVD_rank10,0.0,inf,1.0
174,batch_rank10,456.361,21.5377197265625,0.7753559479422839
175,PCA_rank10,65.04849,29.998432159423828,0.9340439805920628
175,SVD_rank10,0.0,inf,1.0
175,batch_rank10,445.8639,21.638778686523438,0.7790703122706273
176,PCA_rank10,76.55354,29.29115104675293,0.9261396312531728
176,SVD_rank10,0.0,inf,1.0
176,batch_rank10,373.22855,22.411056518554688,0.7960939134986689
177,PCA_rank10,62.888645,30.145082473754883,0.9398218239793534
177,SVD_rank10,0.0,inf,1.0
177,batch_rank10,265.04785,23.897560119628906,0.8183236200067672
178,PCA_rank10,45.91104,31.51163101196289,0.9507190895453285
178,SVD_rank10,0.0,inf,1.0
178,batch_rank10,173.69604,25.73290252685547,0.8388508698143202
179,PCA_rank10,25.053385,34.14213943481445,0.9645592431851622
179,SVD_rank10,0.0,inf,1.0
179,batch_rank10,110.55151,27.695158004760742,0.8765965824336669
180,PCA_rank10,3.6857812,42.46550750732422,0.988918427146891
180,SVD_rank10,0.0,inf,1.0
180,batch_rank10,112.00984,27.638242721557617,0.8802723670259771
181,PCA_rank10,7.641406,39.299072265625,0.982974524679868
181,SVD_rank10,0.0,inf,1.0
181,batch_rank10,119.945,27.34098243713379,0.874036297121244
182,PCA_rank10,10.254896,38.02149200439453,0.9803219469889504
182,SVD_rank10,0.0,inf,1.0
182,batch_rank10,114.59729,27.539060592651367,0.8773031894053975
183,PCA_rank10,5.1570835,41.00675964355469,0.9874437875579508
183,SVD_rank10,0.0,inf,1.0
183,batch_rank10,106.73062,27.847911834716797,0.8815508764174916
184,PCA_rank10,3.9416666,42.17400360107422,0.9882765308892699
184,SVD_rank10,0.0,inf,1.0
184,batch_rank10,110.40432,27.700942993164062,0.8782566989644903
185,PCA_rank10,10.595104,37.8797492980957,0.9785173826691471
185,SVD_rank10,0.0,inf,1.0
185,batch_rank10,123.94609,27.198474884033203,0.8697246953966187
186,PCA_rank10,26.362291,33.92097091674805,0.9616949148621743
186,SVD_rank10,0.0,inf,1.0
186,batch_rank10,138.12396,26.728113174438477,0.8623626606059166
187,PCA_rank10,31.263542,33.180423736572266,0.956716837512451
187,SVD_rank10,0.0,inf,1.0
187,batch_rank10,129.9299,26.99371337890625,0.871912909430223
188,PCA_rank10,28.443281,33.591007232666016,0.9585151319932093
188,SVD_rank10,0.0,inf,1.0
188,batch_rank10,120.85656,27.308101654052734,0.8745032863304065
189,PCA_rank10,24.48203,34.24232864379883,0.9647817392497611
189,SVD_rank10,0.0,inf,1.0
189,batch_rank10,126.84417,27.098098754882812,0.8700044790968677
190,PCA_rank10,23.56396,34.408321380615234,0.9695694280047007
190,SVD_rank10,0.0,inf,1.0
190,batch_rank10,136.9689,26.764583587646484,0.866776906115626
191,PCA_rank10,15.759427,36.155399322509766,0.9759513921220564
191,SVD_rank10,0.0,inf,1.0
191,batch_rank10,141.00714,26.63839340209961,0.8660564810641854
192,PCA_rank10,3.4571874,42.74357223510742,0.9897637426071789
192,SVD_rank10,0.0,inf,1.0
192,batch_rank10,183.82515,25.48675537109375,0.8398004117077355
193,PCA_rank10,9.7717705,38.23107147216797,0.9806105064134144
193,SVD_rank10,0.0,inf,1.0
193,batch_rank10,176.24,25.669757843017578,0.8345611772993248
194,PCA_rank10,19.034218,35.335453033447266,0.9713044892573057
194,SVD_rank10,0.0,inf,1.0
194,batch_rank10,181.97531,25.53067970275879,0.8310740096584616
195,PCA_rank10,6.3091145,40.13111877441406,0.9853309892157941
195,SVD_rank10,0.0,inf,1.0
195,batch_rank10,146.49551,26.47256088256836,0.854553501590987
196,PCA_rank10,3.6630208,42.492408752441406,0.9889061391138605
196,SVD_rank10,0.0,inf,1.0
196,batch_rank10,149.78,26.376266479492188,0.8549579810692611
197,PCA_rank10,4.8984895,41.23018264770508,0.9867159189822994
197,SVD_rank10,0.0,inf,1.0
197,batch_rank10,159.07709,26.114728927612305,0.85408001973813
198,PCA_rank10,6.1,40.277503967285156,0.9868584127814799
198,SVD_rank10,0.0,inf,1.0
198,batch_rank10,156.69812,26.180164337158203,0.8555719424057738
199,PCA_rank10,7.338177,39.47492218017578,0.9840009868188816
199,SVD_rank10,0.0,inf,1.0
199,batch_rank10,138.66354,26.711179733276367,0.8642970700106303
200,PCA_rank10,5.6690106,40.595733642578125,0.9866843950181731
200,SVD_rank10,0.0,inf,1.0
200,batch_rank10,132.58063,26.906003952026367,0.8629680903620796
201,PCA_rank10,7.4391146,39.415592193603516,0.9851206594847514
201,SVD_rank10,0.0,inf,1.0
201,batch_rank10,127.11,27.089006423950195,0.8669555247861133
202,PCA_rank10,8.035104,39.08089065551758,0.9845092819497192
202,SVD_rank10,0.0,inf,1.0
202,batch_rank10,128.9751,27.025745391845703,0.8663275721386736
203,PCA_rank10,6.261875,40.163761138916016,0.9860953633253823
203,SVD_rank10,0.0,inf,1.0
203,batch_rank10,130.7112,26.967676162719727,0.8661246219326626
204,PCA_rank10,6.038229,40.32170867919922,0.9867575030679953
204,SVD_rank10,0.0,inf,1.0
204,batch_rank10,129.58261,27.00533676147461,0.8669208630833982
205,PCA_rank10,5.906302,40.41764831542969,0.9863103023783046
205,SVD_rank10,0.0,inf,1.0
205,batch_rank10,128.6724,27.03594970703125,0.8663231554783581
206,PCA_rank10,6.7026563,39.86833190917969,0.9862145647695351
206,SVD_rank10,0.0,inf,1.0
206,batch_rank10,118.20208,27.404552459716797,0.8733781087000404
207,PCA_rank10,5.896719,40.42469787597656,0.9880679178434952
207,SVD_rank10,0.0,inf,1.0
207,batch_rank10,110.19021,27.709373474121094,0.8771841588328784
208,PCA_rank10,6.616302,39.924652099609375,0.9867745622707222
208,SVD_rank10,0.0,inf,1.0
208,batch_rank10,84.06766,28.88451385498047,0.894544530602813
209,PCA_rank10,7.9171877,39.14509201049805,0.9835294297242693
209,SVD_rank10,0.0,inf,1.0
209,batch_rank10,92.59255,28.465042114257812,0.8871497514549394
210,PCA_rank10,11.266927,37.61274719238281,0.9823186255296785
210,SVD_rank10,0.0,inf,1.0
210,batch_rank10,98.86708,28.180286407470703,0.882490429943441
211,PCA_rank10,7.9566665,39.12349319458008,0.9851783757908225
211,SVD_rank10,0.0,inf,1.0
211,batch_rank10,125.826096,27.133094787597656,0.8638289260411808
212,PCA_rank10,11.030781,37.704742431640625,0.9797323550150456
212,SVD_rank10,0.0,inf,1.0
212,batch_rank10,108.40453,27.780330657958984,0.8762326596383637
213,PCA_rank10,12.001979,37.33827590942383,0.980997445326855
213,SVD_rank10,0.0,inf,1.0
213,batch_rank10,111.355,27.663705825805664,0.8690912636594643
214,PCA_rank10,9.825,38.20747756958008,0.9822124335218447
214,SVD_rank10,0.0,inf,1.0
214,batch_rank10,114.0262,27.56075668334961,0.8712373108869551
215,PCA_rank10,7.7335415,39.24702072143555,0.9850490155379454
215,SVD_rank10,0.0,inf,1.0
215,batch_rank10,89.699585,28.60289764404297,0.8889529300154552
216,PCA_rank10,6.82875,39.787391662597656,0.9850177453023531
216,SVD_rank10,0.0,inf,1.0
216,batch_rank10,72.266045,29.541461944580078,0.8986594655161808
217,PCA_rank10,7.14,39.59381866455078,0.9845373762985169
217,SVD_rank10,0.0,inf,1.0
217,batch_rank10,88.41625,28.665483474731445,0.8768880143099498
218,PCA_rank10,3.4305208,42.77720642089844,0.9898396103418317
218,SVD_rank10,0.0,inf,1.0
218,batch_rank10,120.88989,27.306903839111328,0.8560987694576385
219,PCA_rank10,3.5928645,42.576393127441406,0.9896985303966652
219,SVD_rank10,0.0,inf,1.0
219,batch_rank10,160.02234,26.088998794555664,0.837614519795343
220,PCA_rank10,3.9003646,42.21975326538086,0.9892152441602069
220,SVD_rank10,0.0,inf,1.0
220,batch_rank10,152.24901,26.30525779724121,0.847107706811342
221,PCA_rank10,5.558021,40.681602478027344,0.9878264015689524
221,SVD_rank10,0.0,inf,1.0
221,batch_rank10,163.31396,26.000572204589844,0.8359854557375296
222,PCA_rank10,8.200052,38.992637634277344,0.9840764391891983
222,SVD_rank10,0.0,inf,1.0
222,batch_rank10,147.98442,26.42864418029785,0.8431630668925462
223,PCA_rank10,9.06724,38.556053161621094,0.9829899217266811
223,SVD_rank10,0.0,inf,1.0
223,batch_rank10,134.514,26.843128204345703,0.8439811449244023
224,PCA_rank10,7.078021,39.631683349609375,0.9852028806267606
224,SVD_rank10,0.0,inf,1.0
224,batch_rank10,115.15463,27.517988204956055,0.8652378842264453
225,PCA_rank10,4.1416144,41.959110260009766,0.9890221365029118
225,SVD_rank10,0.0,inf,1.0
225,batch_rank10,120.27427,27.32907485961914,0.8735965722235486
226,PCA_rank10,4.025677,42.08241271972656,0.9896885267754456
226,SVD_rank10,0.0,inf,1.0
226,batch_rank10,118.384476,27.397857666015625,0.8774487493556601
227,PCA_rank10,5.7698436,40.519161224365234,0.9873007673248748
227,SVD_rank10,0.0,inf,1.0
227,batch_rank10,104.53307,27.93826675415039,0.8861097447242615
228,PCA_rank10,5.1095834,41.04694747924805,0.9873878925716512
228,SVD_rank10,0.0,inf,1.0
228,batch_rank10,99.1749,28.166786193847656,0.8870648995456667
229,PCA_rank10,6.2803125,40.1509895324707,0.9864823315708229
229,SVD_rank10,0.0,inf,1.0
229,batch_rank10,107.03469,27.83555793762207,0.8855033923568474
230,PCA_rank10,8.930157,38.62221145629883,0.9832614614983177
230,SVD_rank10,0.0,inf,1.0
230,batch_rank10,106.73036,27.847923278808594,0.8849145861244535
231,PCA_rank10,11.485625,37.52925491333008,0.9818031040413786
231,SVD_rank10,0.0,inf,1.0
231,batch_rank10,95.77386,28.31833267211914,0.8943781791502021
232,PCA_rank10,10.782187,37.803733825683594,0.9813934486837352
232,SVD_rank10,0.0,inf,1.0
232,batch_rank10,97.466774,28.242237091064453,0.8918351285298146
233,PCA_rank10,11.451303,37.54225540161133,0.9812480929749716
233,SVD_rank10,0.0,inf,1.0
233,batch_rank10,156.64865,26.181537628173828,0.8426794138463455
234,PCA_rank10,12.228958,37.25690841674805,0.9829605520922995
234,SVD_rank10,0.0,inf,1.0
234,batch_rank10,241.11896,24.308490753173828,0.8048203413500742
235,PCA_rank10,14.414636,36.54276657104492,0.9802762376053735
235,SVD_rank10,0.0,inf,1.0
235,batch_rank10,214.55553,24.815406799316406,0.815453681842062
236,PCA_rank10,20.039219,35.111995697021484,0.9749856353087437
236,SVD_rank10,0.0,inf,1.0
236,batch_rank10,181.21307,25.548908233642578,0.8322751708793403
237,PCA_rank10,17.089687,35.803462982177734,0.9772319327739486
237,SVD_rank10,0.0,inf,1.0
237,batch_rank10,157.45682,26.159189224243164,0.8500977787690565
238,PCA_rank10,11.140885,37.66160583496094,0.981096928812732
238,SVD_rank10,0.0,inf,1.0
238,batch_rank10,144.78265,26.523637771606445,0.851893889187983
239,PCA_rank10,8.271927,38.95473861694336,0.9846481235642193
239,SVD_rank10,0.0,inf,1.0
239,batch_rank10,169.51552,25.838708877563477,0.8464993085516332
240,PCA_rank10,10.944635,37.738792419433594,0.9809890939144306
240,SVD_rank10,0.0,inf,1.0
240,batch_rank10,92.575836,28.4658260345459,0.9021125538305174
241,PCA_rank10,5.8770833,40.439186096191406,0.9862805631622266
241,SVD_rank10,0.0,inf,1.0
241,batch_rank10,73.79,29.450828552246094,0.9165605158637746
242,PCA_rank10,10.515312,37.91258239746094,0.9812513051049906
242,SVD_rank10,0.0,inf,1.0
242,batch_rank10,75.550156,29.34844970703125,0.9137096153390037
243,PCA_rank10,14.689896,36.46061706542969,0.9769854559350224
243,SVD_rank10,0.0,inf,1.0
243,batch_rank10,79.35141,29.135255813598633,0.9082325669185535
244,PCA_rank10,14.494687,36.518714904785156,0.9773246946282582
244,SVD_rank10,0.0,inf,1.0
244,batch_rank10,82.540886,28.964111328125,0.9074514703562625
245,PCA_rank10,9.440573,38.380821228027344,0.9824426557321034
245,SVD_rank10,0.0,inf,1.0
245,batch_rank10,86.90146,28.74053192138672,0.904936364473782
246,PCA_rank10,8.216771,38.98379135131836,0.9833862785130739
246,SVD_rank10,0.0,inf,1.0
246,batch_rank10,91.47984,28.517549514770508,0.9022252741139415
247,PCA_rank10,9.257656,38.46579360961914,0.9837848236151431
247,SVD_rank10,0.0,inf,1.0
247,batch_rank10,97.20891,28.25374412536621,0.8972340328704121
248,PCA_rank10,9.894792,38.176734924316406,0.9819648473441771
248,SVD_rank10,0.0,inf,1.0
248,batch_rank10,105.48333,27.898963928222656,0.8923276460087742
249,PCA_rank10,8.743385,38.71400833129883,0.9840765858153602
249,SVD_rank10,0.0,inf,1.0
249,batch_rank10,114.133804,27.556659698486328,0.887200876856566
250,PCA_rank10,8.453281,38.86054992675781,0.9833230356022474
250,SVD_rank10,0.0,inf,1.0
250,batch_rank10,114.5951,27.539142608642578,0.8850773054951461
251,PCA_rank10,8.307136,38.9362907409668,0.9840908180395314
251,SVD_rank10,0.0,inf,1.0
251,batch_rank10,103.56651,27.97861099243164,0.8913689548717799
252,PCA_rank10,9.898958,38.17490768432617,0.982907979629956
252,SVD_rank10,0.0,inf,1.0
252,batch_rank10,86.636826,28.7537784576416,0.8996426793807899
253,PCA_rank10,7.843802,39.18553924560547,0.9843047606948901
253,SVD_rank10,0.0,inf,1.0
253,batch_rank10,75.522446,29.35004234313965,0.9031973733776668
254,PCA_rank10,7.6577606,39.28978729248047,0.9836774359233228
254,SVD_rank10,0.0,inf,1.0
254,batch_rank10,66.17667,29.92375373840332,0.9113934471658603
255,PCA_rank10,8.031094,39.08305740356445,0.9824577804037898
255,SVD_rank10,0.0,inf,1.0
255,batch_rank10,61.80526,30.220548629760742,0.9135556471429581
256,PCA_rank10,7.1513543,39.58692169189453,0.984203446206242
256,SVD_rank10,0.0,inf,1.0
256,batch_rank10,60.023125,30.34761619567871,0.9128631938573848
257,PCA_rank10,6.9147916,39.73301315307617,0.9846817943706785
257,SVD_rank10,0.0,inf,1.0
257,batch_rank10,62.13344,30.197547912597656,0.9105784787860323
258,PCA_rank10,7.927031,39.13969802856445,0.984289572962778
258,SVD_rank10,0.0,inf,1.0
258,batch_rank10,62.267345,30.188199996948242,0.9102364829065094
259,PCA_rank10,10.092969,38.090614318847656,0.9813436691013859
259,SVD_rank10,0.0,inf,1.0
259,batch_rank10,60.371925,30.32245445251465,0.9106339509508989
260,PCA_rank10,13.049114,36.97499084472656,0.9789897619058494
260,SVD_rank10,0.0,inf,1.0
260,batch_rank10,60.110626,30.341291427612305,0.9115960206028537
261,PCA_rank10,13.9825,36.67495346069336,0.9761600406833865
261,SVD_rank10,0.0,inf,1.0
261,batch_rank10,65.55167,29.9649658203125,0.9106296387396458
262,PCA_rank10,13.336145,36.88050079345703,0.9763508981427198
262,SVD_rank10,0.0,inf,1.0
262,batch_rank10,91.19276,28.531200408935547,0.892643006105997
263,PCA_rank10,10.763437,37.81129455566406,0.980004140263488
263,SVD_rank10,0.0,inf,1.0
263,batch_rank10,105.197815,27.910736083984375,0.8859683117558836
264,PCA_rank10,6.4358854,40.04472351074219,0.9850674923412013
264,SVD_rank10,0.0,inf,1.0
264,batch_rank10,114.66677,27.536428451538086,0.8810302529967439
265,PCA_rank10,5.114792,41.04252243041992,0.9861663584915058
265,SVD_rank10,0.0,inf,1.0
265,batch_rank10,131.1365,26.953567504882812,0.871555911313558
266,PCA_rank10,4.12099,41.98078536987305,0.9874489461069905
266,SVD_rank10,0.0,inf,1.0
266,batch_rank10,142.60083,26.589582443237305,0.867155592198385
267,PCA_rank10,4.1139584,41.98820495605469,0.9871262380563613
267,SVD_rank10,0.0,inf,1.0
267,batch_rank10,143.8185,26.552656173706055,0.866026130246751
268,PCA_rank10,4.197031,41.90138244628906,0.987292774842931
268,SVD_rank10,0.0,inf,1.0
268,batch_rank10,143.46985,26.563196182250977,0.8653193403930931
269,PCA_rank10,4.045833,42.06072235107422,0.9880414061846833
269,SVD_rank10,0.0,inf,1.0
269,batch_rank10,138.29176,26.722841262817383,0.8686601528156208
270,PCA_rank10,3.7622397,42.37633514404297,0.9874881764659983
270,SVD_rank10,0.0,inf,1.0
270,batch_rank10,131.9173,26.927785873413086,0.8731144155742745
271,PCA_rank10,4.3458333,41.75007247924805,0.988385206940235
271,SVD_rank10,0.0,inf,1.0
271,batch_rank10,127.88745,27.062522888183594,0.875115582468407
272,PCA_rank10,3.475,42.721256256103516,0.9883462028689636
272,SVD_rank10,0.0,inf,1.0
272,batch_rank10,119.25109,27.366180419921875,0.8791001050999976
273,PCA_rank10,4.874219,41.25175476074219,0.9887498155279381
273,SVD_rank10,0.0,inf,1.0
273,batch_rank10,146.71713,26.46599578857422,0.8579286303455114
274,PCA_rank10,4.941458,41.1922492980957,0.9900453335477922
274,SVD_rank10,0.0,inf,1.0
274,batch_rank10,192.80829,25.279544830322266,0.8287779478800742
275,PCA_rank10,5.280885,40.90373611450195,0.9899641846411823
275,SVD_rank10,0.0,inf,1.0
275,batch_rank10,270.29413,23.812437057495117,0.8108892732553286
276,PCA_rank10,10.114219,38.081478118896484,0.9854182590102232
276,SVD_rank10,0.0,inf,1.0
276,batch_rank10,272.43634,23.778152465820312,0.8181086869134419
277,PCA_rank10,16.250261,36.02220153808594,0.977220648975653
277,SVD_rank10,0.0,inf,1.0
277,batch_rank10,300.68948,23.349620819091797,0.8095340552721161
278,PCA_rank10,19.465834,35.23807144165039,0.9765350989421223
278,SVD_rank10,0.0,inf,1.0
278,batch_rank10,361.38644,22.55108642578125,0.797783749453758
279,PCA_rank10,20.111198,35.0964241027832,0.9738649395571571
279,SVD_rank10,0.0,inf,1.0
279,batch_rank10,344.7963,22.755176544189453,0.7973632598878166
280,PCA_rank10,26.654219,33.87314224243164,0.9676894811817461
280,SVD_rank10,0.0,inf,1.0
280,batch_rank10,325.31375,23.00777816772461,0.796606901457077
281,PCA_rank10,31.374166,33.16508102416992,0.9657412910774181
281,SVD_rank10,0.0,inf,1.0
281,batch_rank10,370.33234,22.444887161254883,0.7811188185074672
282,PCA_rank10,37.578438,32.38141632080078,0.9600519247069542
282,SVD_rank10,0.0,inf,1.0
282,batch_rank10,436.05032,21.735437393188477,0.7627025254584016
283,PCA_rank10,19.534687,35.222740173339844,0.9752974677531158
283,SVD_rank10,0.0,inf,1.0
283,batch_rank10,470.37735,21.406341552734375,0.7570357323283924
284,PCA_rank10,13.985573,36.67399978637695,0.9783814270147206
284,SVD_rank10,0.0,inf,1.0
284,batch_rank10,427.28,21.82367706298828,0.7742440086872537
285,PCA_rank10,14.014271,36.66510009765625,0.9790491036643406
285,SVD_rank10,0.0,inf,1.0
285,batch_rank10,518.3054,20.98494529724121,0.7594705391545895
286,PCA_rank10,19.07651,35.32581329345703,0.9736411622783366
286,SVD_rank10,0.0,inf,1.0
286,batch_rank10,577.9222,20.51211166381836,0.7394484069605196
287,PCA_rank10,28.164427,33.63379669189453,0.962652467621143
287,SVD_rank10,0.0,inf,1.0
287,batch_rank10,577.25006,20.517162322998047,0.7331411041626269
288,PCA_rank10,26.526772,33.893959045410156,0.9650094385462445
288,SVD_rank10,0.0,inf,1.0
288,batch_rank10,502.01782,21.123611450195312,0.729927927252569
289,PCA_rank10,19.354584,35.26296615600586,0.9705604037229825
289,SVD_rank10,0.0,inf,1.0
289,batch_rank10,325.49698,23.005332946777344,0.7609569934972643
290,PCA_rank10,7.537552,39.35850143432617,0.9844030960169943
290,SVD_rank10,0.0,inf,1.0
290,batch_rank10,213.98875,24.826892852783203,0.7985667748613444
291,PCA_rank10,5.790729,40.50347137451172,0.9890567340352386
291,SVD_rank10,0.0,inf,1.0
291,batch_rank10,159.33937,26.107574462890625,0.8319981406151253
292,PCA_rank10,4.3497915,41.74612045288086,0.9874740281059686
292,SVD_rank10,0.0,inf,1.0
292,batch_rank10,269.07584,23.832056045532227,0.7807317097493404
293,PCA_rank10,4.049323,42.05698013305664,0.9906817997826465
293,SVD_rank10,0.0,inf,1.0
293,batch_rank10,425.62286,21.840553283691406,0.7319182184733705
294,PCA_rank10,7.6385417,39.300697326660156,0.9869428479215557
294,SVD_rank10,0.0,inf,1.0
294,batch_rank10,437.8613,21.717437744140625,0.7363186506796175
295,PCA_rank10,10.001875,38.12998962402344,0.9841525291010437
295,SVD_rank10,0.0,inf,1.0
295,batch_rank10,464.1872,21.463871002197266,0.75347871031054
296,PCA_rank10,22.272604,34.65309524536133,0.9714732193876764
296,SVD_rank10,0.0,inf,1.0
296,batch_rank10,455.53384,21.545597076416016,0.7642282205952399
297,PCA_rank10,21.65724,34.77477264404297,0.9708768387108497
297,SVD_rank10,0.0,inf,1.0
297,batch_rank10,393.90213,22.176918029785156,0.7802463857652849
298,PCA_rank10,23.86698,34.35282897949219,0.9670754160213847
298,SVD_rank10,0.0,inf,1.0
298,batch_rank10,294.44324,23.44078826904297,0.7987913293709282
299,PCA_rank10,32.233387,33.04774475097656,0.9566407050894323
299,SVD_rank10,0.0,inf,1.0
299,batch_rank10,246.8875,24.205814361572266,0.8051114438231506
300,PCA_rank10,30.219322,33.32795715332031,0.964422038316756
300,SVD_rank10,0.0,inf,1.0
300,batch_rank10,234.86047,24.422704696655273,0.8039597340725273
301,PCA_rank10,36.529373,32.5043830871582,0.9608519132034427
301,SVD_rank10,0.0,inf,1.0
301,batch_rank10,226.41881,24.58167839050293,0.8059082239929568
302,PCA_rank10,33.264168,32.91103744506836,0.9642537949647623
302,SVD_rank10,0.0,inf,1.0
302,batch_rank10,164.21916,25.976564407348633,0.8470676296566291
303,PCA_rank10,25.074532,34.13847351074219,0.9716358007513803
303,SVD_rank10,0.0,inf,1.0
303,batch_rank10,169.65709,25.8350830078125,0.8492568117595706
304,PCA_rank10,14.492708,36.519309997558594,0.9783504482911114
304,SVD_rank10,0.0,inf,1.0
304,batch_rank10,166.08516,25.9274959564209,0.8511024427453292
305,PCA_rank10,9.570677,38.32137680053711,0.9824247232712151
305,SVD_rank10,0.0,inf,1.0
305,batch_rank10,176.0624,25.674137115478516,0.8466511552855874
306,PCA_rank10,12.76,37.072296142578125,0.9797651287164059
306,SVD_rank10,0.0,inf,1.0
306,batch_rank10,212.20245,24.863300323486328,0.8300511894813442
307,PCA_rank10,17.037708,35.81669235229492,0.9767995800380684
307,SVD_rank10,0.0,inf,1.0
307,batch_rank10,214.45953,24.817350387573242,0.8325758338163604
308,PCA_rank10,14.843698,36.415382385253906,0.9791210193433398
308,SVD_rank10,0.0,inf,1.0
308,batch_rank10,203.45282,25.046167373657227,0.8402995834592544
309,PCA_rank10,24.861042,34.17560958862305,0.9735676410940356
309,SVD_rank10,0.0,inf,1.0
309,batch_rank10,198.12625,25.1613826751709,0.8358136115704984
310,PCA_rank10,26.1325,33.9589958190918,0.970541170146547
310,SVD_rank10,0.0,inf,1.0
310,batch_rank10,216.82532,24.769704818725586,0.822272632055709
311,PCA_rank10,28.59177,33.56839370727539,0.9683458647720669
311,SVD_rank10,0.0,inf,1.0
311,batch_rank10,211.49266,24.877851486206055,0.8200501937585448
312,PCA_rank10,34.390312,32.766441345214844,0.9629526738504292
312,SVD_rank10,0.0,inf,1.0
312,batch_rank10,217.46786,24.756853103637695,0.8141422513039491
313,PCA_rank10,23.702187,34.38291931152344,0.9708825648088925
313,SVD_rank10,0.0,inf,1.0
313,batch_rank10,190.70068,25.327281951904297,0.8313071426988157
314,PCA_rank10,10.384219,37.967063903808594,0.9821373824601708
314,SVD_rank10,0.0,inf,1.0
314,batch_rank10,143.62766,26.558422088623047,0.8672886510556013
315,PCA_rank10,6.0867186,40.28697204589844,0.9862802543774256
315,SVD_rank10,0.0,inf,1.0
315,batch_rank10,105.110886,27.914325714111328,0.8960416307367868
316,PCA_rank10,6.7225523,39.85546112060547,0.9862729949663478
316,SVD_rank10,0.0,inf,1.0
316,batch_rank10,105.7324,27.888721466064453,0.8937308778434813
317,PCA_rank10,6.051875,40.31190490722656,0.9863041919927195
317,SVD_rank10,0.0,inf,1.0
317,batch_rank10,116.69318,27.46034812927246,0.8843121063115753
318,PCA_rank10,8.1276045,39.03117752075195,0.9848255563010384
318,SVD_rank10,0.0,inf,1.0
318,batch_rank10,118.81958,27.38192367553711,0.8783722895929486
319,PCA_rank10,9.760573,38.23604965209961,0.9831774047374409
319,SVD_rank10,0.0,inf,1.0
319,batch_rank10,116.1225,27.481639862060547,0.8766451264136843
320,PCA_rank10,8.2517185,38.96535873413086,0.9848553582648403
320,SVD_rank10,0.0,inf,1.0
320,batch_rank10,118.70583,27.386083602905273,0.8728261625251327
321,PCA_rank10,5.6731772,40.5925407409668,0.9891305836294356
321,SVD_rank10,0.0,inf,1.0
321,batch_rank10,139.10046,26.697519302368164,0.8608137713689171
322,PCA_rank10,7.852396,39.180782318115234,0.9861882911012145
322,SVD_rank10,0.0,inf,1.0
322,batch_rank10,142.78671,26.583927154541016,0.8687932245338439
323,PCA_rank10,8.713802,38.72872543334961,0.9858333600705698
323,SVD_rank10,0.0,inf,1.0
323,batch_rank10,153.88588,26.25881576538086,0.8617212525441627
324,PCA_rank10,9.382239,38.407737731933594,0.9852223643752638
324,SVD_rank10,0.0,inf,1.0
324,batch_rank10,116.19063,27.479093551635742,0.8800527104788018
325,PCA_rank10,5.6102085,40.641014099121094,0.9874060505700363
325,SVD_rank10,0.0,inf,1.0
325,batch_rank10,106.754326,27.846948623657227,0.8921099926896461
326,PCA_rank10,6.25375,40.169395446777344,0.9863054082362245
326,SVD_rank10,0.0,inf,1.0
326,batch_rank10,124.14359,27.191560745239258,0.8918156370785767
327,PCA_rank10,5.651302,40.609317779541016,0.9851949992659083
327,SVD_rank10,0.0,inf,1.0
327,batch_rank10,137.44527,26.7495059967041,0.8830278497435672
328,PCA_rank10,6.4846354,40.01194763183594,0.9848412976678405
328,SVD_rank10,0.0,inf,1.0
328,batch_rank10,153.8713,26.259227752685547,0.8753509691329863
329,PCA_rank10,5.8348956,40.4704704284668,0.9848713004094737
329,SVD_rank10,0.0,inf,1.0
329,batch_rank10,159.54327,26.102018356323242,0.8734134165655055
330,PCA_rank10,6.206042,40.20265579223633,0.9845443399371792
330,SVD_rank10,0.0,inf,1.0
330,batch_rank10,159.24234,26.110218048095703,0.8723654605221435
331,PCA_rank10,7.1702604,39.57545471191406,0.9825029058540252
331,SVD_rank10,0.0,inf,1.0
331,batch_rank10,118.95854,27.376846313476562,0.8928937845704118
